Timestamp,Date,Currency,AmtLC,DebitAccount,CreditAccount,Comment,Party,Location,Ledger,Flags,SubmittedBy,Device,IP,EntryID
10.06.2026 07:22:07,09.06.2026,CHF,44.12,Admin & Transfer PG,CC TCS PG,#DD1,SAZIO,LU-Luxembourg,PG,,bulk-import,manual CSV import,,e-bc44126928
12.06.2026 08:57:38,11.06.2026,EUR,8.7,Life PG,Admin & Transfer PG,Drinks & Kaffee,Novotel,LU-Luxembourg,PG,TRUE,bulk-import,manual CSV import,,e-db516a48a1
12.06.2026 08:58:24,11.06.2026,CHF,288.28,Admin & Transfer PG,CC TCS PG,PwC Dinner mit ECR Team,Scotts Pub,LU-Luxembourg,PG,,bulk-import,manual CSV import,,e-156f7d10e5
13.06.2026 09:31:27,12.06.2026,EUR,10.5,Life PG,SQ WS EUR PG (#315),Drinks & Kaffee,_Gastro,LU-Luxembourg,PG,,bulk-import,manual CSV import,,e-b3b4666716
14.06.2026 10:07:39,13.06.2026,EUR,11,Life PG,SQ WS EUR PG (#315),"Drinks & Kaffee, Snack",Golden Snack,LU-Luxembourg,PG,,bulk-import,manual CSV import,,e-64ad59ec84
14.06.2026 10:08:08,13.06.2026,EUR,24.1,Life SE,SQ WS EUR PG (#315),Geschenke Samantha,Ernster,LU-Luxembourg,PG,,bulk-import,manual CSV import,,e-d9ddda2725
14.06.2026 10:08:31,13.06.2026,EUR,13.6,Restaurants PG,SQ WS EUR PG (#315),#LL1,OrientX,LU-Luxembourg,PG,,bulk-import,manual CSV import,,e-ba33e31c10
14.06.2026 10:09:17,13.06.2026,EUR,12.6,Sport & Hobbies & Leisure PG,SQ WS EUR PG (#315),Visit Tunnels,City Tourist Office,LU-Luxembourg,PG,,bulk-import,manual CSV import,,e-fab3e68f8e
14.06.2026 10:09:49,13.06.2026,EUR,13.39,Sundry PG,SQ WS EUR PG (#315),"Bruno, Nr. 12",amazon.de,,PG,,bulk-import,manual CSV import,,e-cda3ac6fb6
14.06.2026 10:09:49,14.06.2026,EUR,13.39,Sundry PG,SQ WS EUR PG (#315),"Bruno, Nr. 13",amazon.de,,PG,,bulk-import,manual CSV import,,e-96b8bb9ddb
14.06.2026 10:10:26,13.06.2026,EUR,3,Life PG,SQ WS EUR PG (#315),Drinks & Kaffee,_Gastro,LU-Luxembourg,PG,,bulk-import,manual CSV import,,e-569dcf80d2
14.06.2026 17:11:20,14.06.2026,EUR,1.65,Life PG,SQ WS EUR PG (#315),Drinks & Kaffee,Monoprix,LU-Luxembourg,PG,,bulk-import,manual CSV import,,e-e1d7ab3e80
14.06.2026 17:11:51,14.06.2026,EUR,40,Restaurants PG,SQ WS EUR PG (#315),#LL1,La Grand Café,LU-Luxembourg,PG,,bulk-import,manual CSV import,,e-168fe00375
14.06.2026 17:12:20,14.06.2026,EUR,11,Sport & Hobbies & Leisure PG,SQ WS EUR PG (#315),Visit Caves,City Tourist Office,LU-Luxembourg,PG,,bulk-import,manual CSV import,,e-58fe381b45
16.06.2026 12:49:07,15.06.2026,EUR,3.38,Life PG,SQ WS EUR PG (#315),Drinks & Kaffee,Sodexo,LU-Luxembourg,PG,,bulk-import,manual CSV import,,e-2d7a226760
16.06.2026 19:25:50,16.06.2026,EUR,6.4,Life PG,SQ WS EUR PG (#315),Drinks & Kaffee,_Stores,LU-Luxembourg,PG,TRUE,bulk-import,manual CSV import,,e-79d0aa5cbf
16.06.2026 19:26:33,16.06.2026,EUR,13,Restaurants PG,SQ WS EUR PG (#315),#DD1,Oberwies,LU-Luxembourg,PG,TRUE,bulk-import,manual CSV import,,e-a0652a8a14
17.06.2026 05:55:04,16.06.2026,CHF,22.04,Work related expenses (PwC) PG,SQ WS CHF PG (#315),Flugfahen-Niederhasli,Uber,,PG,,bulk-import,manual CSV import,,e-57bb110453
18.06.2026 06:55:36,16.06.2026,CHF,364.85,Admin & Transfer PG,CC TCS PG,Abrechnung,Novotel,LU-Luxembourg,PG,,bulk-import,manual CSV import,,e-2f51454cc3
18.06.2026 06:58:13,16.06.2026,CHF,339.13,Admin & Transfer PG,Admin & Transfer PG,Spesenabrechnung,_Transfers,,PG,,bulk-import,manual CSV import,,e-e847620abb
18.06.2026 06:59:07,16.06.2026,CHF,25.72,Life PG,Admin & Transfer PG,"Drinks & Kaffee, Snack, Various",Novotel,LU-Luxembourg,PG,,bulk-import,manual CSV import,,e-32c59985cd
18.06.2026 07:00:03,17.06.2026,CHF,63,Sport & Hobbies & Leisure PG,CC TCS PG,Eintritt,Hallenbad Heuel,Rümlang,PG,,bulk-import,manual CSV import,,e-0471f10c27
18.06.2026 15:46:09,18.06.2026,CHF,21,Restaurants PG,CC TCS PG,#LL1,riceup,Winterthur,PG,,bulk-import,manual CSV import,,e-196411cb14
19.06.2026 09:15:05,19.06.2026,CHF,8.5,Mobility Expenses PG,Gutschein SBB PG,Niederhasli-Zürich-Niederhasli,SBB,,PG,,bulk-import,manual CSV import,,e-6fb7d58b9c
19.06.2026 09:21:52,19.06.2026,CHF,11.6,Life PG,CC TCS PG,"Drinks & Kaffee, Snack",Oscar,Zürich,PG,,bulk-import,manual CSV import,,e-3295b53541
20.06.2026 06:18:19,12.06.2026,CHF,20.1,Groceries PG,CC TCS PG,Einkauf Lebensmittel,Migros,Rümlang,PG,,bulk-import,manual CSV import,,e-9b548cfabf
20.06.2026 06:18:47,19.06.2026,CHF,20.8,Restaurants PG,CC TCS PG,#LL1,Bachmann,Zürich,PG,,bulk-import,manual CSV import,,e-b948f0ddaa
20.06.2026 09:04:18,20.06.2026,CHF,6.2,Groceries PG,CC TCS PG,Einkauf Lebensmittel,Kilchsperger,Andelfingen,PG,,bulk-import,manual CSV import,,e-7dd1736fe0
20.06.2026 18:11:01,20.06.2026,CHF,20.9,Groceries PG,CC TCS PG,Einkauf Lebensmittel,Migros,Niederhasli,PG,,bulk-import,manual CSV import,,e-35f1cbafe8
20.06.2026 18:11:34,20.06.2026,CHF,13,Life PG,CC TCS PG,Snack,Badi see,Niederhasli,PG,,bulk-import,manual CSV import,,e-948a680daa
20.06.2026 18:12:01,20.06.2026,CHF,1.5,Life PG,CC TCS PG,Eintritt Kiara,Badi see,Niederhasli,PG,,bulk-import,manual CSV import,,e-b6e84b92cc
20.06.2026 18:12:33,20.06.2026,CHF,192.35,Groceries PG,CC TCS PG,"Einkauf Lebensmittel, #Wein",Coop,Dielsdorf,PG,,bulk-import,manual CSV import,,e-350c552c1e
20.06.2026 18:12:58,20.06.2026,CHF,24.45,Restaurants (Family) PG,CC TCS PG,#LL2,Coop,Dielsdorf,PG,,bulk-import,manual CSV import,,e-4f2c2a83b8
21.06.2026 20:59:22,21.06.2026,CHF,6,Life PG,CC TCS PG,Parking,Bad Ragaz,Bad Ragaz,PG,,bulk-import,manual CSV import,,e-70ceb3f6de
21.06.2026 21:00:16,21.06.2026,CHF,24.5,Life PG,CC TCS PG,"Drinks & Kaffee, Snack",Kiosk Altes Bad Pfäffers,Bad Ragaz,PG,,bulk-import,manual CSV import,,e-1ad689711f
22.06.2026 16:06:29,22.06.2026,CHF,10.3,Mobility Expenses PG,Gutschein SBB PG,Niederhasli-Winterthur-Niederhasli,SBB,,PG,,bulk-import,manual CSV import,,e-1ccb60b18e
22.06.2026 16:07:37,22.06.2026,CHF,22.9,Restaurants PG,CC TCS PG,#LL1,mit&ohni,Winterthur,PG,,bulk-import,manual CSV import,,e-70ccff4ef8
22.06.2026 16:08:17,22.06.2026,CHF,32,OTHERS,CC TCS PG,Geschenk Helene,Läckerli-Huus,Winterthur,PG,,bulk-import,manual CSV import,,e-f6019d20ee
23.06.2026 05:41:37,23.06.2026,CHF,65,Sundry PG,CC TCS PG,Klassenfotos / Fotos Kindergarten,Pictrs GmbH,,PG,,bulk-import,manual CSV import,,e-f985599049
23.06.2026 09:13:57,23.06.2026,CHF,8.6,Life PG,CC TCS PG,Drinks & Kaffee,Passion by Valentina,Niederhasli,PG,,bulk-import,manual CSV import,,e-a918302800
23.06.2026 16:16:21,23.06.2026,CHF,27.4,Groceries PG,CC TCS PG,Einkauf Lebensmittel,Migros,Niederhasli,PG,,bulk-import,manual CSV import,,e-50726fb750
23.06.2026 20:20:12,23.06.2026,CHF,24.5,Restaurants PG,CC TCS PG,#LL1,Sportanlage Erlen,Niederhasli,PG,,bulk-import,manual CSV import,,e-a9e04ccc46
23.06.2026 21:06:59,23.06.2026,CHF,1,Life PG,Admin & Transfer PG,tet,tet,,PG,TRUE,bulk-import,manual CSV import,,e-b39d7a2c57
